Border,Date,Measure,Value,Average
US-Canada Border,05/01/1999 12:00:00 AM,Trains,2899,2440.0
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Full,20911,12493.0
US-Canada Border,05/01/1999 12:00:00 AM,Pedestrians,74546,18537.0
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Empty,22234,12631.0
US-Mexico Border,05/01/1999 12:00:00 AM,Trains,512,644.0
US-Canada Border,05/01/1999 12:00:00 AM,Bus Passengers,473262,162064.0
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Full,195097,134187.0
US-Canada Border,05/01/1999 12:00:00 AM,Train Passengers,20959,12803.0
US-Canada Border,05/01/1999 12:00:00 AM,Trucks,571670,419175.0
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Full,108762,31860.0
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Full,465542,177702.0
US-Mexico Border,05/01/1999 12:00:00 AM,Pedestrians,4069884,3120322.0
US-Mexico Border,05/01/1999 12:00:00 AM,Buses,24966,9474.0
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Empty,68943,24091.0
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicles,7680209,5222237.0
US-Mexico Border,05/01/1999 12:00:00 AM,Train Passengers,1732,1000.0
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Empty,155354,106850.0
US-Mexico Border,05/01/1999 12:00:00 AM,Bus Passengers,302680,137847.0
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,20777088,14044657.0
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Full,103082,31860.0
US-Canada Border,04/01/1999 12:00:00 AM,Bus Passengers,342981,162064.0
US-Canada Border,04/01/1999 12:00:00 AM,Trains,2816,2440.0
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Empty,23316,12631.0
US-Canada Border,04/01/1999 12:00:00 AM,Train Passengers,17930,12803.0
US-Mexico Border,04/01/1999 12:00:00 AM,Trucks,365208,255176.0
US-Canada Border,04/01/1999 12:00:00 AM,Pedestrians,27792,18537.0
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Empty,159246,106850.0
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Empty,67246,24091.0
US-Canada Border,04/01/1999 12:00:00 AM,Trucks,572772,419175.0
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicles,7273817,5222237.0
US-Mexico Border,04/01/1999 12:00:00 AM,Train Passengers,1257,1000.0
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,19733584,14044657.0
US-Mexico Border,04/01/1999 12:00:00 AM,Pedestrians,4109917,3120322.0
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Empty,29988,9791.0
US-Mexico Border,04/01/1999 12:00:00 AM,Buses,23484,9474.0
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,6416075,6136398.0
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Full,436864,177702.0
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicles,2797112,2489564.0
US-Canada Border,04/01/1999 12:00:00 AM,Buses,13294,8399.0
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Full,19554,12493.0
US-Mexico Border,04/01/1999 12:00:00 AM,Trains,490,644.0
US-Mexico Border,04/01/1999 12:00:00 AM,Bus Passengers,302832,137847.0
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Full,201908,134187.0
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Full,106008,31860.0
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Full,18701,12493.0
US-Canada Border,03/01/1999 12:00:00 AM,Trucks,594737,419175.0
US-Canada Border,03/01/1999 12:00:00 AM,Bus Passengers,234546,162064.0
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,20813291,14044657.0
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Empty,29515,9791.0
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Full,489481,177702.0
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Empty,18940,12631.0
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicles,2699899,2489564.0
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Full,219800,134187.0
US-Canada Border,03/01/1999 12:00:00 AM,Train Passengers,15255,12803.0
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Empty,179422,106850.0
US-Canada Border,03/01/1999 12:00:00 AM,Buses,10605,8399.0
US-Canada Border,03/01/1999 12:00:00 AM,Pedestrians,24134,18537.0
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,6327011,6136398.0
US-Canada Border,03/01/1999 12:00:00 AM,Trains,2891,2440.0
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Empty,73503,24091.0
US-Mexico Border,03/01/1999 12:00:00 AM,Pedestrians,4631886,3120322.0
US-Mexico Border,03/01/1999 12:00:00 AM,Trucks,408162,255176.0
US-Mexico Border,03/01/1999 12:00:00 AM,Train Passengers,1768,1000.0
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicles,7693763,5222237.0
US-Mexico Border,03/01/1999 12:00:00 AM,Trains,521,644.0
US-Mexico Border,03/01/1999 12:00:00 AM,Buses,24582,9474.0
US-Mexico Border,03/01/1999 12:00:00 AM,Bus Passengers,317374,137847.0
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,5705666,6136398.0
US-Canada Border,02/01/1999 12:00:00 AM,Train Passengers,14324,12803.0
US-Canada Border,02/01/1999 12:00:00 AM,Buses,10174,8399.0
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Empty,62998,24091.0
US-Mexico Border,02/01/1999 12:00:00 AM,Trucks,338269,255176.0
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Full,422341,177702.0
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Empty,147307,106850.0
US-Canada Border,02/01/1999 12:00:00 AM,Trucks,524723,419175.0
US-Canada Border,02/01/1999 12:00:00 AM,Bus Passengers,223511,162064.0
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicles,2396230,2489564.0
US-Mexico Border,02/01/1999 12:00:00 AM,Trains,476,644.0
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Empty,28366,9791.0
US-Mexico Border,02/01/1999 12:00:00 AM,Pedestrians,4171037,3120322.0
US-Canada Border,02/01/1999 12:00:00 AM,Trains,2713,2440.0
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Full,16394,12493.0
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Full,99877,31860.0
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,18157552,14044657.0
US-Mexico Border,02/01/1999 12:00:00 AM,Buses,21748,9474.0
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicles,6709102,5222237.0
US-Mexico Border,02/01/1999 12:00:00 AM,Train Passengers,1280,1000.0
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Empty,13720,12631.0
US-Canada Border,02/01/1999 12:00:00 AM,Pedestrians,24990,18537.0
US-Mexico Border,02/01/1999 12:00:00 AM,Bus Passengers,280026,137847.0
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Full,179244,134187.0
US-Mexico Border,01/01/1999 12:00:00 AM,Truck Containers Full,172150,134187.0
US-Canada Border,01/01/1999 12:00:00 AM,Personal Vehicles,2276851,2489564.0
US-Canada Border,01/01/1999 12:00:00 AM,Train Passengers,15547,12803.0
US-Canada Border,01/01/1999 12:00:00 AM,Rail Containers Empty,24012,9791.0
US-Canada Border,01/01/1999 12:00:00 AM,Truck Containers Empty,65616,24091.0
US-Canada Border,01/01/1999 12:00:00 AM,Pedestrians,21096,18537.0
US-Canada Border,01/01/1999 12:00:00 AM,Truck Containers Full,392369,177702.0
US-Canada Border,01/01/1999 12:00:00 AM,Trains,2815,2440.0
US-Mexico Border,01/01/1999 12:00:00 AM,Trucks,320144,255176.0
US-Canada Border,01/01/1999 12:00:00 AM,Bus Passengers,188428,162064.0
US-Mexico Border,01/01/1999 12:00:00 AM,Trains,478,644.0
US-Mexico Border,01/01/1999 12:00:00 AM,Buses,22501,9474.0
US-Mexico Border,01/01/1999 12:00:00 AM,Rail Containers Full,15353,12493.0
US-Canada Border,01/01/1999 12:00:00 AM,Trucks,520907,419175.0
US-Mexico Border,01/01/1999 12:00:00 AM,Train Passengers,1131,1000.0
US-Canada Border,01/01/1999 12:00:00 AM,Buses,9010,8399.0
US-Mexico Border,01/01/1999 12:00:00 AM,Personal Vehicles,7291370,5222237.0
US-Canada Border,01/01/1999 12:00:00 AM,Rail Containers Full,97251,31860.0
US-Mexico Border,01/01/1999 12:00:00 AM,Personal Vehicle Passengers,19722898,14044657.0
US-Mexico Border,01/01/1999 12:00:00 AM,Bus Passengers,304144,137847.0
US-Mexico Border,01/01/1999 12:00:00 AM,Rail Containers Empty,17068,12631.0
US-Canada Border,01/01/1999 12:00:00 AM,Personal Vehicle Passengers,5349130,6136398.0
US-Mexico Border,01/01/1999 12:00:00 AM,Pedestrians,4520426,3120322.0
US-Mexico Border,01/01/1999 12:00:00 AM,Truck Containers Empty,145128,106850.0
US-Canada Border,12/01/1998 12:00:00 AM,Bus Passengers,211030,162064.0
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicles,2545873,2489564.0
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Full,86713,31860.0
US-Mexico Border,12/01/1998 12:00:00 AM,Pedestrians,4697031,3120322.0
US-Canada Border,12/01/1998 12:00:00 AM,Buses,10396,8399.0
US-Canada Border,12/01/1998 12:00:00 AM,Trains,2592,2440.0
US-Canada Border,12/01/1998 12:00:00 AM,Train Passengers,16657,12803.0
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Empty,60402,24091.0
US-Mexico Border,12/01/1998 12:00:00 AM,Bus Passengers,289641,137847.0
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Full,16316,12493.0
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,5902056,6136398.0
US-Canada Border,12/01/1998 12:00:00 AM,Pedestrians,38366,18537.0
US-Mexico Border,12/01/1998 12:00:00 AM,Buses,23228,9474.0
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Full,157249,134187.0
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Empty,24874,9791.0
US-Mexico Border,12/01/1998 12:00:00 AM,Trucks,326492,255176.0
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Full,387333,177702.0
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Empty,148121,106850.0
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,19698688,14044657.0
US-Mexico Border,12/01/1998 12:00:00 AM,Train Passengers,1080,1000.0
US-Canada Border,12/01/1998 12:00:00 AM,Trucks,490438,419175.0
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicles,7288229,5222237.0
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Empty,18045,12631.0
US-Mexico Border,12/01/1998 12:00:00 AM,Trains,484,644.0
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Empty,153013,106850.0
US-Canada Border,11/01/1998 12:00:00 AM,Trucks,528285,419175.0
US-Mexico Border,11/01/1998 12:00:00 AM,Bus Passengers,273317,137847.0
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Empty,25904,9791.0
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Empty,60806,24091.0
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Full,402999,177702.0
US-Mexico Border,11/01/1998 12:00:00 AM,Trains,496,644.0
US-Canada Border,11/01/1998 12:00:00 AM,Train Passengers,15182,12803.0
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicles,2665949,2489564.0
US-Canada Border,11/01/1998 12:00:00 AM,Pedestrians,33591,18537.0
US-Canada Border,11/01/1998 12:00:00 AM,Buses,11617,8399.0
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Full,87531,31860.0
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,6139896,6136398.0
US-Canada Border,11/01/1998 12:00:00 AM,Bus Passengers,296294,162064.0
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Empty,19244,12631.0
US-Canada Border,11/01/1998 12:00:00 AM,Trains,2681,2440.0
US-Mexico Border,11/01/1998 12:00:00 AM,Train Passengers,1673,1000.0
US-Mexico Border,11/01/1998 12:00:00 AM,Trucks,329426,255176.0
US-Mexico Border,11/01/1998 12:00:00 AM,Pedestrians,3652648,3120322.0
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Full,172353,134187.0
US-Mexico Border,11/01/1998 12:00:00 AM,Buses,21628,9474.0
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Full,14353,12493.0
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,18618325,14044657.0
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicles,6899007,5222237.0
US-Canada Border,10/01/1998 12:00:00 AM,Trains,2785,2440.0
US-Canada Border,10/01/1998 12:00:00 AM,Bus Passengers,324912,162064.0
US-Canada Border,10/01/1998 12:00:00 AM,Buses,14379,8399.0
US-Canada Border,10/01/1998 12:00:00 AM,Rail Containers Full,92747,31860.0
US-Mexico Border,10/01/1998 12:00:00 AM,Personal Vehicles,7230008,5222237.0
US-Canada Border,10/01/1998 12:00:00 AM,Trucks,541898,419175.0
US-Canada Border,10/01/1998 12:00:00 AM,Truck Containers Empty,64386,24091.0
US-Canada Border,10/01/1998 12:00:00 AM,Rail Containers Empty,28727,9791.0
US-Canada Border,10/01/1998 12:00:00 AM,Personal Vehicles,2988293,2489564.0
US-Canada Border,10/01/1998 12:00:00 AM,Truck Containers Full,398597,177702.0
US-Mexico Border,10/01/1998 12:00:00 AM,Personal Vehicle Passengers,19504313,14044657.0
US-Canada Border,10/01/1998 12:00:00 AM,Pedestrians,42992,18537.0
US-Canada Border,10/01/1998 12:00:00 AM,Personal Vehicle Passengers,7090153,6136398.0
US-Mexico Border,10/01/1998 12:00:00 AM,Pedestrians,3580355,3120322.0
US-Canada Border,10/01/1998 12:00:00 AM,Train Passengers,17230,12803.0
US-Mexico Border,10/01/1998 12:00:00 AM,Trains,507,644.0
US-Mexico Border,10/01/1998 12:00:00 AM,Trucks,329285,255176.0
US-Mexico Border,10/01/1998 12:00:00 AM,Truck Containers Empty,151127,106850.0
US-Mexico Border,10/01/1998 12:00:00 AM,Rail Containers Empty,18635,12631.0
US-Mexico Border,10/01/1998 12:00:00 AM,Buses,22905,9474.0
US-Mexico Border,10/01/1998 12:00:00 AM,Rail Containers Full,16329,12493.0
US-Mexico Border,10/01/1998 12:00:00 AM,Train Passengers,1380,1000.0
US-Mexico Border,10/01/1998 12:00:00 AM,Truck Containers Full,181774,134187.0
US-Mexico Border,10/01/1998 12:00:00 AM,Bus Passengers,322718,137847.0
US-Canada Border,09/01/1998 12:00:00 AM,Rail Containers Empty,25614,9791.0
US-Canada Border,09/01/1998 12:00:00 AM,Trains,2746,2440.0
US-Canada Border,09/01/1998 12:00:00 AM,Personal Vehicles,3285508,2489564.0
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Full,159594,134187.0
US-Mexico Border,09/01/1998 12:00:00 AM,Train Passengers,778,1000.0
US-Canada Border,09/01/1998 12:00:00 AM,Train Passengers,22484,12803.0
US-Mexico Border,09/01/1998 12:00:00 AM,Bus Passengers,264794,137847.0
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicle Passengers,18002059,14044657.0
US-Mexico Border,09/01/1998 12:00:00 AM,Pedestrians,3144234,3120322.0
US-Canada Border,09/01/1998 12:00:00 AM,Bus Passengers,389230,162064.0
US-Canada Border,09/01/1998 12:00:00 AM,Personal Vehicle Passengers,7947548,6136398.0
US-Canada Border,09/01/1998 12:00:00 AM,Pedestrians,53868,18537.0
US-Mexico Border,09/01/1998 12:00:00 AM,Trains,497,644.0
US-Canada Border,09/01/1998 12:00:00 AM,Buses,16735,8399.0
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicles,6718247,5222237.0
US-Canada Border,09/01/1998 12:00:00 AM,Trucks,558764,419175.0
US-Canada Border,09/01/1998 12:00:00 AM,Rail Containers Full,82515,31860.0
US-Canada Border,09/01/1998 12:00:00 AM,Truck Containers Full,386625,177702.0
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Empty,136171,106850.0
US-Mexico Border,09/01/1998 12:00:00 AM,Trucks,329505,255176.0
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Full,15772,12493.0
US-Mexico Border,09/01/1998 12:00:00 AM,Buses,20880,9474.0
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Empty,16533,12631.0
US-Canada Border,09/01/1998 12:00:00 AM,Truck Containers Empty,65142,24091.0
US-Canada Border,08/01/1998 12:00:00 AM,Personal Vehicle Passengers,10255759,6136398.0
US-Mexico Border,08/01/1998 12:00:00 AM,Buses,22685,9474.0
US-Canada Border,08/01/1998 12:00:00 AM,Pedestrians,80025,18537.0
US-Canada Border,08/01/1998 12:00:00 AM,Buses,20398,8399.0
US-Canada Border,08/01/1998 12:00:00 AM,Truck Containers Full,395869,177702.0
US-Canada Border,08/01/1998 12:00:00 AM,Personal Vehicles,3913485,2489564.0
US-Canada Border,08/01/1998 12:00:00 AM,Bus Passengers,469482,162064.0
US-Canada Border,08/01/1998 12:00:00 AM,Rail Containers Empty,30120,9791.0
US-Canada Border,08/01/1998 12:00:00 AM,Train Passengers,32218,12803.0
US-Canada Border,08/01/1998 12:00:00 AM,Trains,2684,2440.0
US-Mexico Border,08/01/1998 12:00:00 AM,Truck Containers Full,146470,134187.0
US-Mexico Border,08/01/1998 12:00:00 AM,Trucks,316024,255176.0
US-Canada Border,08/01/1998 12:00:00 AM,Rail Containers Full,80387,31860.0
US-Mexico Border,08/01/1998 12:00:00 AM,Rail Containers Full,17069,12493.0
US-Mexico Border,08/01/1998 12:00:00 AM,Trains,502,644.0
US-Mexico Border,08/01/1998 12:00:00 AM,Pedestrians,3366032,3120322.0
US-Mexico Border,08/01/1998 12:00:00 AM,Personal Vehicle Passengers,19401554,14044657.0
US-Canada Border,08/01/1998 12:00:00 AM,Trucks,525098,419175.0
US-Canada Border,08/01/1998 12:00:00 AM,Truck Containers Empty,62411,24091.0
US-Mexico Border,08/01/1998 12:00:00 AM,Personal Vehicles,7221269,5222237.0
US-Mexico Border,08/01/1998 12:00:00 AM,Truck Containers Empty,128320,106850.0
US-Mexico Border,08/01/1998 12:00:00 AM,Train Passengers,1035,1000.0
US-Mexico Border,08/01/1998 12:00:00 AM,Bus Passengers,327173,137847.0
US-Mexico Border,08/01/1998 12:00:00 AM,Rail Containers Empty,16293,12631.0
US-Canada Border,07/01/1998 12:00:00 AM,Personal Vehicles,4012998,2489564.0
US-Mexico Border,07/01/1998 12:00:00 AM,Personal Vehicles,6815671,5222237.0
US-Mexico Border,07/01/1998 12:00:00 AM,Pedestrians,3276123,3120322.0
US-Canada Border,07/01/1998 12:00:00 AM,Truck Containers Empty,60078,24091.0
US-Mexico Border,07/01/1998 12:00:00 AM,Rail Containers Full,13542,12493.0
US-Canada Border,07/01/1998 12:00:00 AM,Personal Vehicle Passengers,10112279,6136398.0
US-Canada Border,07/01/1998 12:00:00 AM,Buses,20089,8399.0
US-Canada Border,07/01/1998 12:00:00 AM,Pedestrians,83067,18537.0
US-Canada Border,07/01/1998 12:00:00 AM,Train Passengers,30824,12803.0
US-Canada Border,07/01/1998 12:00:00 AM,Trains,2544,2440.0
US-Canada Border,07/01/1998 12:00:00 AM,Rail Containers Full,74907,31860.0
US-Canada Border,07/01/1998 12:00:00 AM,Trucks,483125,419175.0
US-Mexico Border,07/01/1998 12:00:00 AM,Bus Passengers,338899,137847.0
US-Canada Border,07/01/1998 12:00:00 AM,Truck Containers Full,319806,177702.0
US-Canada Border,07/01/1998 12:00:00 AM,Bus Passengers,456603,162064.0
US-Mexico Border,07/01/1998 12:00:00 AM,Truck Containers Full,161387,134187.0
US-Mexico Border,07/01/1998 12:00:00 AM,Personal Vehicle Passengers,18363970,14044657.0
US-Mexico Border,07/01/1998 12:00:00 AM,Train Passengers,661,1000.0
US-Mexico Border,07/01/1998 12:00:00 AM,Truck Containers Empty,137909,106850.0
US-Canada Border,07/01/1998 12:00:00 AM,Rail Containers Empty,26674,9791.0
US-Mexico Border,07/01/1998 12:00:00 AM,Trains,470,644.0
US-Mexico Border,07/01/1998 12:00:00 AM,Buses,22639,9474.0
US-Mexico Border,07/01/1998 12:00:00 AM,Trucks,321469,255176.0
US-Mexico Border,07/01/1998 12:00:00 AM,Rail Containers Empty,16021,12631.0
US-Canada Border,06/01/1998 12:00:00 AM,Pedestrians,74913,18537.0
US-Canada Border,06/01/1998 12:00:00 AM,Rail Containers Full,71913,31860.0
US-Mexico Border,06/01/1998 12:00:00 AM,Pedestrians,3439384,3120322.0
US-Canada Border,06/01/1998 12:00:00 AM,Truck Containers Empty,55258,24091.0
US-Canada Border,06/01/1998 12:00:00 AM,Rail Containers Empty,24742,9791.0
US-Mexico Border,06/01/1998 12:00:00 AM,Train Passengers,1046,1000.0
US-Mexico Border,06/01/1998 12:00:00 AM,Truck Containers Full,165880,134187.0
US-Canada Border,06/01/1998 12:00:00 AM,Bus Passengers,434358,162064.0
US-Mexico Border,06/01/1998 12:00:00 AM,Truck Containers Empty,135674,106850.0
US-Canada Border,06/01/1998 12:00:00 AM,Trucks,539513,419175.0
US-Canada Border,06/01/1998 12:00:00 AM,Personal Vehicle Passengers,7938073,6136398.0
US-Canada Border,06/01/1998 12:00:00 AM,Train Passengers,25519,12803.0
US-Canada Border,06/01/1998 12:00:00 AM,Personal Vehicles,3268398,2489564.0
US-Canada Border,06/01/1998 12:00:00 AM,Truck Containers Full,326411,177702.0
US-Canada Border,06/01/1998 12:00:00 AM,Trains,2722,2440.0
US-Canada Border,06/01/1998 12:00:00 AM,Buses,18810,8399.0
US-Mexico Border,06/01/1998 12:00:00 AM,Personal Vehicles,6983818,5222237.0
US-Mexico Border,06/01/1998 12:00:00 AM,Trucks,339169,255176.0
US-Mexico Border,06/01/1998 12:00:00 AM,Personal Vehicle Passengers,18848768,14044657.0
US-Mexico Border,06/01/1998 12:00:00 AM,Buses,21719,9474.0
US-Mexico Border,06/01/1998 12:00:00 AM,Rail Containers Empty,18543,12631.0
US-Mexico Border,06/01/1998 12:00:00 AM,Rail Containers Full,15818,12493.0
US-Mexico Border,06/01/1998 12:00:00 AM,Trains,465,644.0
US-Mexico Border,06/01/1998 12:00:00 AM,Bus Passengers,319580,137847.0
US-Canada Border,05/01/1998 12:00:00 AM,Pedestrians,75936,18537.0
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Full,67847,31860.0
US-Canada Border,05/01/1998 12:00:00 AM,Train Passengers,20434,12803.0
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,7589843,6136398.0
US-Mexico Border,05/01/1998 12:00:00 AM,Pedestrians,3802096,3120322.0
US-Canada Border,05/01/1998 12:00:00 AM,Trucks,535394,419175.0
US-Canada Border,05/01/1998 12:00:00 AM,Bus Passengers,411332,162064.0
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Full,15452,12493.0
US-Mexico Border,05/01/1998 12:00:00 AM,Buses,22511,9474.0
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Empty,25561,9791.0
US-Canada Border,05/01/1998 12:00:00 AM,Buses,17113,8399.0
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,19427292,14044657.0
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Empty,23086,12631.0
US-Mexico Border,05/01/1998 12:00:00 AM,Bus Passengers,315528,137847.0
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Empty,52708,24091.0
US-Mexico Border,05/01/1998 12:00:00 AM,Trains,494,644.0
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Full,165636,134187.0
US-Mexico Border,05/01/1998 12:00:00 AM,Trucks,329961,255176.0
US-Canada Border,05/01/1998 12:00:00 AM,Trains,2882,2440.0
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicles,7198152,5222237.0
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicles,3208112,2489564.0
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Empty,135023,106850.0
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Full,314318,177702.0
US-Mexico Border,05/01/1998 12:00:00 AM,Train Passengers,1547,1000.0
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicles,2925192,2489564.0
US-Mexico Border,04/01/1998 12:00:00 AM,Trucks,343816,255176.0
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Full,335081,177702.0
US-Canada Border,04/01/1998 12:00:00 AM,Train Passengers,17792,12803.0
US-Mexico Border,04/01/1998 12:00:00 AM,Trains,452,644.0
US-Canada Border,04/01/1998 12:00:00 AM,Trains,2883,2440.0
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicle Passengers,7091059,6136398.0
US-Canada Border,04/01/1998 12:00:00 AM,Trucks,535958,419175.0
US-Mexico Border,04/01/1998 12:00:00 AM,Rail Containers Full,13986,12493.0
US-Mexico Border,04/01/1998 12:00:00 AM,Pedestrians,3676801,3120322.0
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Full,63612,31860.0
US-Mexico Border,04/01/1998 12:00:00 AM,Rail Containers Empty,17773,12631.0
US-Mexico Border,04/01/1998 12:00:00 AM,Personal Vehicle Passengers,18906975,14044657.0
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Empty,21988,9791.0
US-Canada Border,04/01/1998 12:00:00 AM,Bus Passengers,314888,162064.0
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Empty,52381,24091.0
US-Canada Border,04/01/1998 12:00:00 AM,Pedestrians,34664,18537.0
US-Mexico Border,04/01/1998 12:00:00 AM,Truck Containers Empty,153082,106850.0
US-Canada Border,04/01/1998 12:00:00 AM,Buses,13252,8399.0
US-Mexico Border,04/01/1998 12:00:00 AM,Personal Vehicles,6991952,5222237.0
US-Mexico Border,04/01/1998 12:00:00 AM,Truck Containers Full,188720,134187.0
US-Mexico Border,04/01/1998 12:00:00 AM,Buses,22225,9474.0
US-Mexico Border,04/01/1998 12:00:00 AM,Train Passengers,908,1000.0
US-Mexico Border,04/01/1998 12:00:00 AM,Bus Passengers,322352,137847.0
US-Canada Border,03/01/1998 12:00:00 AM,Trains,2958,2440.0
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Full,13631,12493.0
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Full,342468,177702.0
US-Canada Border,03/01/1998 12:00:00 AM,Trucks,554052,419175.0
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,6513374,6136398.0
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Empty,53451,24091.0
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Empty,162994,106850.0
US-Mexico Border,03/01/1998 12:00:00 AM,Train Passengers,1038,1000.0
US-Canada Border,03/01/1998 12:00:00 AM,Train Passengers,16523,12803.0
US-Canada Border,03/01/1998 12:00:00 AM,Pedestrians,27687,18537.0
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Full,192910,134187.0
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Full,64924,31860.0
